weight,height,sex,exercise,fruit_per_day,vege_per_day
150,68,Female,Yes,1,1
190,64,Female,No,2,1
162,69,Male,Yes,2,2
163,70,Female,Yes,3,3
170,72,Male,No,2,2
250,74,Male,Yes,2,0
125,63,Female,Yes,2,1
243,72,Male,Yes,0,0
163,65,Female,No,2,1
187,72,Male,Yes,2,1
120,62,Female,Yes,1,1
160,69,Male,Yes,1,1
170,62,Female,Yes,1,0
120,64,Female,Yes,5,2
190,70,Male,Yes,3,0
132,62,Female,Yes,3,2
143,64,Female,Yes,3,3
125,66,Female,Yes,1,2
165,68,Male,Yes,1,1
187,64,Female,Yes,2,3
200,70,Male,Yes,1,1
200,65,Female,Yes,3,1
130,64,Female,Yes,2,2
160,65,Male,No,0,0
140,61,Female,No,1,1
128,65,Female,No,3,2
175,70,Female,Yes,4,1
130,62,Female,Yes,1,1
255,73,Male,Yes,1,0
160,62,Female,Yes,1,1
195,74,Male,Yes,1,1
135,63,Female,Yes,3,1
245,70,Male,No,1,1
210,70,Male,Yes,1,1
210,69,Male,No,1,1
136,64,Male,Yes,1,1
331,68,Male,Yes,0,0
143,62,Female,Yes,1,2
204,71,Male,Yes,5,1
134,66,Female,Yes,3,1
215,70,Male,No,1,0
137,64,Female,Yes,0,1
225,74,Male,Yes,2,2
165,71,Male,Yes,2,1
160,63,Female,No,0,2
432,72,Male,Yes,1,1
145,76,Male,Yes,2,2
108,61,Male,No,1,0
165,65,Male,Yes,1,1
125,63,Female,Yes,2,1
120,66,Female,Yes,2,1
255,66,Female,Yes,1,2
143,64,Male,Yes,0,1
200,67,Female,Yes,2,0
205,66,Female,Yes,1,1
145,62,Female,Yes,3,2
163,69,Male,Yes,2,1
150,69,Male,Yes,2,2
235,74,Male,Yes,1,1
156,64,Female,Yes,2,1
240,77,Male,Yes,2,3
126,64,Female,Yes,1,1
187,50,Female,Yes,1,1
125,63,Female,Yes,3,1
300,65,Male,No,2,1
200,62,Female,Yes,1,1
125,64,Female,Yes,2,3
167,71,Male,Yes,1,1
195,71,Male,Yes,3,3
190,74,Male,Yes,3,2
115,59,Female,No,2,2
120,61,Female,Yes,1,1
175,67,Female,Yes,0,0
210,62,Female,Yes,0,0
265,72,Male,Yes,1,1
142,69,Female,Yes,2,1
253,73,Male,No,2,0
170,64,Female,Yes,2,1
200,72,Male,Yes,0,0
170,72,Female,No,2,1
185,74,Male,Yes,1,2
200,68,Male,Yes,2,1
163,67,Female,Yes,2,1
204,72,Male,Yes,2,1
161,66,Male,Yes,3,1
185,69,Male,Yes,2,1
192,73,Male,Yes,1,1
190,73,Male,Yes,1,1
170,69,Male,Yes,0,0
115,62,Female,Yes,3,1
132,63,Female,Yes,2,3
178,64,Male,Yes,4,1
120,63,Female,Yes,2,1
200,64,Female,Yes,3,2
225,73,Male,Yes,1,1
160,63,Female,No,2,1
155,66,Male,Yes,1,0
160,66,Female,Yes,3,1
130,64,Female,Yes,1,2
220,70,Male,No,0,0
165,63,Male,Yes,1,0
160,59,Female,No,2,1
185,66,Female,Yes,1,1
135,65,Female,Yes,3,1
150,66,Male,No,1,1
150,66,Male,No,0,0
110,60,Female,Yes,2,2
142,66,Female,Yes,1,1
215,70,Male,Yes,2,1
140,63,Female,Yes,2,1
150,62,Male,No,1,0
310,76,Male,No,0,0
200,70,Male,Yes,1,1
175,69,Male,Yes,1,2
150,67,Female,Yes,1,1
187,61,Female,Yes,2,1
266,65,Female,No,1,1
97,59,Female,Yes,2,1
275,73,Male,Yes,3,1
214,59,Female,Yes,3,2
125,67,Female,Yes,2,1
180,70,Male,Yes,1,1
180,69,Female,No,1,1
190,77,Male,Yes,3,2
250,74,Male,Yes,2,1
115,65,Female,Yes,1,1
240,72,Male,Yes,1,1
142,65,Male,Yes,1,1
170,71,Male,Yes,3,1
120,61,Female,Yes,1,1
230,69,Male,Yes,1,1
164,64,Female,Yes,1,1
230,68,Male,Yes,1,0
142,67,Female,Yes,1,1
260,73,Male,No,0,0
152,64,Female,Yes,3,1
180,66,Female,Yes,2,1
200,70,Male,Yes,1,2
360,70,Male,Yes,0,0
160,72,Male,Yes,1,3
150,68,Male,Yes,1,1
200,67,Male,No,2,1
220,72,Male,Yes,1,1
300,72,Male,No,0,0
200,66,Female,No,1,1
190,72,Male,Yes,1,1
175,62,Female,No,2,1
180,73,Male,Yes,3,2
215,61,Female,Yes,1,1
270,67,Female,No,3,2
156,68,Female,Yes,3,1
170,70,Male,No,1,1
178,70,Male,Yes,1,1
200,73,Male,Yes,2,1
189,69,Female,No,2,2
168,70,Male,Yes,1,1
165,71,Male,No,1,1
134,62,Female,Yes,2,1
180,69,Male,Yes,1,1
181,62,Female,Yes,3,2
235,82,Male,Yes,2,1
150,67,Female,Yes,1,0
156,65,Male,Yes,0,0
276,66,Female,Yes,3,2
200,72,Male,No,0,0
250,72,Male,Yes,2,1
120,59,Female,No,1,1
138,60,Female,No,1,1
203,66,Female,Yes,4,1
210,71,Male,Yes,2,2
168,70,Male,No,0,0
130,64,Female,No,2,1
150,70,Male,Yes,1,0
165,72,Male,No,1,0
200,68,Female,Yes,2,1
124,60,Female,Yes,2,2
145,71,Male,Yes,2,0
195,67,Female,Yes,3,1
240,75,Male,Yes,1,1
200,68,Male,No,1,1
200,70,Male,Yes,3,2
184,64,Female,Yes,1,1
212,73,Male,Yes,3,4
254,70,Male,Yes,3,1
160,67,Male,No,0,0
150,66,Male,Yes,0,0
124,64,Female,Yes,1,1
172,63,Female,No,2,1
255,72,Male,No,2,0
225,69,Male,Yes,1,1
231,71,Male,No,2,1
282,73,Male,Yes,1,2
150,65,Female,Yes,3,2
224,67,Male,Yes,2,2
130,63,Female,Yes,1,1
120,63,Female,Yes,3,1
148,66,Female,Yes,2,1
135,66,Male,Yes,1,1
210,74,Male,Yes,4,1
110,63,Female,Yes,1,1
166,70,Male,Yes,1,1
